Date,Flight No.,"Type of
Flight","EU ETS
Annex I
exceptions",Aircraft Type,Reg No.,"Country of
dep.",Departure,"Airport of
dep.
(ICAO code)","Airport of
dep.
(IATA code)","Airport of dep
geog. boundaries","Country of
arrival",Arrival,"Airport of
arrival
(ICAO code)","Airport of
arrival
(IATA code)","Airport of arrival
geog. boundaries","Great circle
distance [km]","Payload
distance [km]",Block,"Remaining fuel
from previous
block on  [kg]","Fuel
uplift [kg]",Block Fuel [kg],Density [kg/L],"Fuel at
block-on [kg]",Fuel consumption [kg],PAX,"PAX
infant","PAX
child","PAX
male","PAX
female","Gross weight
of baggage [kg]","Gross weight
of freight [kg]",Payload [kg],kmT,emission CO2 [t CO2],emission ETS [t C02],emission Corsia [t C02]
01-05-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:47,1390,10,1400,No,880,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-05-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,880,1520,2400,No,1850,550,0,0,0,0,,0,0,0,0,1.738,1.738,1.738
01-06-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,1850,-20,1830,No,1070,760,0,0,0,0,,0,0,0,0,2.4016,2.4016,2.4016
01-06-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:05,1070,1030,2100,No,1380,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-06-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1380,-10,1370,No,820,550,0,0,0,0,,0,0,0,0,1.738,1.738,1.738
01-06-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:57,820,1180,2000,No,1460,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-07-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:00,1460,-40,1420,No,760,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-07-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,760,1240,2000,No,1430,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-07-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1430,0,1430,No,830,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-07-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:54,830,1470,2300,No,1790,510,0,0,0,0,,0,0,0,0,1.6116,1.6116,1.6116
01-07-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:10,1790,0,1790,No,990,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
01-07-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,990,1110,2100,No,1350,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
01-07-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:50,1350,0,1350,No,820,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-07-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,820,1180,2000,No,1430,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-08-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:49,1430,-10,1420,No,900,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-08-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:57,900,1100,2000,No,1400,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-08-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1400,0,1400,No,880,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-08-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:56,880,1720,2600,No,2060,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-08-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:06,2060,0,2060,No,1500,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-08-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1500,600,2100,No,1380,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-09-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:53,1380,320,1700,No,1140,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-09-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:51,1140,1160,2300,No,1790,510,0,0,0,0,,0,0,0,0,1.6116,1.6116,1.6116
01-09-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1790,0,1790,No,1230,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-09-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,1230,970,2200,No,1670,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-10-2026,HFA805,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1670,10,1680,No,1090,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-10-2026,HFA806,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:01,1090,910,2000,No,1430,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-10-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1430,0,1430,No,870,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-10-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:56,870,1330,2200,No,1660,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-11-2026,HFA851,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,0:54,1660,-40,1620,No,1030,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-11-2026,HFA852,SCD,,AT76,4X-IHC,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:00,1030,1070,2100,No,1420,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-11-2026,HFA805,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1420,-20,1400,No,820,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
01-11-2026,HFA806,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:51,820,1180,2000,No,1430,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-11-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1430,0,1430,No,820,610,0,0,0,0,,0,0,0,0,1.9276,1.9276,1.9276
01-11-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:51,820,1380,2200,No,1680,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-12-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:02,1680,-50,1630,No,1020,610,0,0,0,0,,0,0,0,0,1.9276,1.9276,1.9276
01-12-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:57,1020,1280,2300,No,1770,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-12-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:00,1770,-10,1760,No,1100,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-12-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:10,1100,1400,2500,No,1880,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-12-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1880,320,2200,No,1660,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-12-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:10,1660,940,2600,No,1910,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
01-13-2026,HFA208,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,90,91,1:15,1910,0,1910,No,1410,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-14-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:01,1410,90,1500,No,880,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-14-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,880,1220,2100,No,1580,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-14-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:58,1580,0,1580,No,930,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
01-14-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:52,930,1470,2400,No,1940,460,0,0,0,0,,0,0,0,0,1.4536,1.4536,1.4536
01-14-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:58,1940,0,1940,No,1260,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-14-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1260,1040,2300,No,1530,770,0,0,0,0,,0,0,0,0,2.4332,2.4332,2.4332
01-14-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:00,1530,0,1530,No,890,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
01-14-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,890,1210,2100,No,1610,490,0,0,0,0,,0,0,0,0,1.5484,1.5484,1.5484
01-15-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:56,1610,-40,1570,No,970,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-15-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:54,970,1030,2000,No,1500,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-15-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:56,1500,0,1500,No,990,510,0,0,0,0,,0,0,0,0,1.6116,1.6116,1.6116
01-15-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:51,990,1310,2300,No,1860,440,0,0,0,0,,0,0,0,0,1.3904,1.3904,1.3904
01-15-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:00,1860,-20,1840,No,1120,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-15-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1120,1080,2200,No,1460,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
01-16-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1460,130,1590,No,1030,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-16-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:49,1030,1070,2100,No,1620,480,0,0,0,0,,0,0,0,0,1.5168,1.5168,1.5168
01-16-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:50,1620,-30,1590,No,1030,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-16-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:51,1030,1070,2100,No,1600,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-17-2026,HFA805,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:56,1600,-20,1580,No,990,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-17-2026,HFA806,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:03,990,1110,2100,No,1530,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-17-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:00,1530,0,1530,No,890,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
01-17-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:58,890,1510,2400,No,1930,470,0,0,0,0,,0,0,0,0,1.4852,1.4852,1.4852
01-18-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:11,1930,-40,1890,No,1480,410,0,0,0,0,,0,0,0,0,1.2956,1.2956,1.2956
01-18-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:14,1480,1120,2600,No,1860,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
01-18-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,1860,0,1860,No,1080,780,0,0,0,0,,0,0,0,0,2.4648,2.4648,2.4648
01-18-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1080,1220,2300,No,1670,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
01-19-2026,HFA801,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1670,-40,1630,No,1080,550,0,0,0,0,,0,0,0,0,1.738,1.738,1.738
01-19-2026,HFA802,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:48,1080,1020,2100,No,1590,510,0,0,0,0,,0,0,0,0,1.6116,1.6116,1.6116
01-19-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:51,1590,0,1590,No,1020,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-19-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:48,1020,1080,2100,No,1570,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-19-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1570,240,1810,No,1040,770,0,0,0,0,,0,0,0,0,2.4332,2.4332,2.4332
01-19-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1040,1260,2300,No,1480,820,0,0,0,0,,0,0,0,0,2.5912,2.5912,2.5912
01-19-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:56,1480,0,1480,No,900,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
01-19-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:52,900,1500,2400,No,1920,480,0,0,0,0,,0,0,0,0,1.5168,1.5168,1.5168
01-20-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:05,1920,-40,1880,No,1180,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-20-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:09,1180,1420,2600,No,1880,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-20-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1880,-10,1870,No,1170,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-20-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:10,1170,1130,2300,No,1490,810,0,0,0,0,,0,0,0,0,2.5596,2.5596,2.5596
01-21-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:04,1490,310,1800,No,1110,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
01-21-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:02,1110,1190,2300,No,1580,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-21-2026,HFA851,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:08,1580,0,1580,No,770,810,0,0,0,0,,0,0,0,0,2.5596,2.5596,2.5596
01-21-2026,HFA852,SCD,,AT76,4X-IHC,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:01,770,1730,2500,No,1910,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-22-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:11,1910,-40,1870,No,1080,790,0,0,0,0,,0,0,0,0,2.4964,2.4964,2.4964
01-22-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1080,1910,2990,No,2360,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
01-23-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:07,2360,-50,2310,No,1550,760,0,0,0,0,,0,0,0,0,2.4016,2.4016,2.4016
01-23-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHC,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:01,1550,650,2200,No,1520,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-24-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1520,0,1520,No,920,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-24-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,920,1080,2000,No,1440,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-25-2026,HFA803,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:53,1440,-30,1410,No,880,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-25-2026,HFA804,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,880,1220,2100,No,1530,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-25-2026,HFA805,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:53,1530,10,1540,No,960,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
01-25-2026,HFA806,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:02,960,1040,2000,No,1410,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-25-2026,HFA807,SCD,,AT76,4X-IHC,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:53,1410,0,1410,No,810,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-25-2026,HFA808,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,810,1190,2000,No,1440,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
